run_id,algorithm,stochasticity,discount_factor,learning_rate,epsilon,episode_length_mc,grid_name,reward_function,cumulative_reward,step,episode,conv_metricV,conv_metricQ
4e4a830c-62ad-45bc-8d4d-b7bd4fb821d7,Monte Carlo,-1,0.99,0.08362420100070908,0.9408088875467696,500,grid_configs/A1_grid.npy,Default,-1136,47642,121,77.22923,77.22923
4e4a830c-62ad-45bc-8d4d-b7bd4fb821d7,Monte Carlo,-1,0.99,0.10153461651336192,0.9403384831029963,500,grid_configs/A1_grid.npy,Default,-1104,48142,122,37.912994,38.196594
4e4a830c-62ad-45bc-8d4d-b7bd4fb821d7,Monte Carlo,-1,0.99,0.1125087900926024,0.9398683138614449,500,grid_configs/A1_grid.npy,Default,-694,48507,123,65.71179,85.71682
4e4a830c-62ad-45bc-8d4d-b7bd4fb821d7,Monte Carlo,-1,0.99,0.0854357657716761,0.9393983797045142,500,grid_configs/A1_grid.npy,Default,-326,48648,124,41.12889,41.12889
4e4a830c-62ad-45bc-8d4d-b7bd4fb821d7,Monte Carlo,-1,0.99,0.30151134457776363,0.938928680514662,500,grid_configs/A1_grid.npy,Default,-87,48702,125,28.979225,42.44445
4e4a830c-62ad-45bc-8d4d-b7bd4fb821d7,Monte Carlo,-1,0.99,0.07273929674533079,0.9384592161744048,500,grid_configs/A1_grid.npy,Default,-1012,49202,126,63.461365,74.41077
4e4a830c-62ad-45bc-8d4d-b7bd4fb821d7,Monte Carlo,-1,0.99,0.09578262852211514,0.9379899865663176,500,grid_configs/A1_grid.npy,Default,-992,49702,127,16.789124,30.669922
4e4a830c-62ad-45bc-8d4d-b7bd4fb821d7,Monte Carlo,-1,0.99,0.16222142113076254,0.9375209915730345,500,grid_configs/A1_grid.npy,Default,-1068,50202,128,69.182365,69.182365
4e4a830c-62ad-45bc-8d4d-b7bd4fb821d7,Monte Carlo,-1,0.99,0.10783277320343841,0.937052231077248,500,grid_configs/A1_grid.npy,Default,-565,50510,129,24.432884,34.181313
4e4a830c-62ad-45bc-8d4d-b7bd4fb821d7,Monte Carlo,-1,0.99,0.12216944435630522,0.9365837049617094,500,grid_configs/A1_grid.npy,Default,-1400,51010,130,98.23511,115.77887
